package_type,distance_km,weight_kg,urgency,transport_mode,route_duration_hours,eta_hours,dataset_type
Pharmaceutical,1245.76,48.21,Medium,Truck,25.18,29.55,synthetic
Documents,298.38,38.38,Low,Truck,6.8,7.95,synthetic
Fragile,326.53,8.11,Low,Truck,7.71,10.37,synthetic
Other,542.43,15.49,Critical,Truck,12.75,10.18,synthetic
Apparel,126.51,15.12,Low,Van,3.22,4.01,synthetic
Documents,68.18,43.43,Medium,Van,1.58,1.49,synthetic
Pharmaceutical,197.49,68.01,Critical,Van,4.42,4.28,synthetic
Fragile,32.99,225.19,Low,Truck,0.69,0.9,synthetic
Documents,122.04,44.63,High,Van,2.64,2.18,synthetic
Pharmaceutical,78.9,290.07,Critical,Truck,1.87,2.26,synthetic
Electronics,169.47,4.44,Low,Van,3.98,4.69,synthetic
Apparel,120.26,3.31,High,Van,3.01,2.87,synthetic
Apparel,214.19,16.99,High,Truck,4.84,4.2,synthetic
Pharmaceutical,600.76,2.22,Critical,Truck,12.04,11.09,synthetic
Food,334.12,13.93,Critical,Truck,7.36,5.85,synthetic
Apparel,222.59,8.38,High,Truck,4.2,3.91,synthetic
Apparel,345.11,3.42,Low,Truck,6.47,8.32,synthetic
Fragile,169.47,121.8,Medium,Truck,3.74,4.62,synthetic
Fragile,248.12,105.69,Critical,Truck,5.51,5.08,synthetic
Documents,254.29,16.05,Medium,Van,6.94,7.58,synthetic
Apparel,408.04,15.93,Medium,Truck,7.98,8.67,synthetic
Industrial,367.29,22.28,Low,Truck,8.2,9.45,synthetic
Industrial,286.79,17.57,High,Truck,6.39,6.26,synthetic
Pharmaceutical,139.52,31.68,Medium,Van,3.41,4.22,synthetic
Documents,197.79,163.33,Low,Truck,3.98,4.92,synthetic
Documents,225.11,62.53,Low,Truck,4.6,5.83,synthetic
Other,461.96,122.68,High,Truck,9.44,9.16,synthetic
Food,301.76,5.69,Critical,Truck,5.95,4.71,synthetic
Documents,149.19,35.27,Medium,Van,4.02,3.86,synthetic
Fragile,124.79,28.81,High,Van,3.33,3.71,synthetic
Documents,80.02,24.96,Critical,Van,2.08,1.54,synthetic
Apparel,518.87,30.74,High,Truck,11.83,11.66,synthetic
Food,154.71,27.26,Low,Van,4.08,4.86,synthetic
Fragile,141.87,11.75,Low,Van,3.17,4.91,synthetic
Apparel,293.16,15.57,Low,Truck,5.82,7.59,synthetic
Apparel,185.79,30.9,Medium,Truck,3.82,3.64,synthetic
Food,64.81,23.55,High,Bike,2.79,2.45,synthetic
Documents,346.77,3.02,Low,Truck,7.86,9.31,synthetic
Fragile,124.3,8.94,Critical,Van,2.93,3.24,synthetic
Documents,1025.35,19.8,Medium,Truck,22.1,23.55,synthetic
Fragile,207.62,27.4,High,Truck,4.08,4.93,synthetic
Pharmaceutical,330.0,9.43,Medium,Truck,7.12,8.92,synthetic
Fragile,129.22,270.29,Medium,Truck,2.58,3.27,synthetic
Food,350.65,109.24,Medium,Truck,7.07,7.9,synthetic
Electronics,128.33,74.48,Medium,Van,3.18,3.46,synthetic
Other,197.73,25.39,Critical,Van,4.45,3.29,synthetic
Documents,45.73,8.06,High,Van,1.02,0.31,synthetic
Electronics,584.88,3.37,High,Truck,11.97,10.6,synthetic
Apparel,428.29,47.45,Critical,Truck,9.28,6.9,synthetic
Food,191.49,19.63,High,Van,4.42,4.09,synthetic
Food,201.25,17.94,Medium,Bike,10.31,10.85,synthetic
Pharmaceutical,83.77,178.6,High,Truck,1.98,1.79,synthetic
Fragile,127.67,16.32,High,Van,3.04,3.1,synthetic
Pharmaceutical,188.67,25.02,High,Van,5.12,5.23,synthetic
Industrial,310.18,13.07,Low,Truck,6.45,8.12,synthetic
Other,516.74,10.77,High,Truck,10.17,9.46,synthetic
Apparel,216.05,10.88,Medium,Truck,4.72,4.76,synthetic
Electronics,257.12,17.04,Critical,Truck,5.62,4.47,synthetic
Fragile,507.16,25.36,Critical,Truck,10.07,9.35,synthetic
Electronics,60.73,49.36,Critical,Van,1.33,1.21,synthetic
Food,276.81,1.4,High,Truck,5.22,4.66,synthetic
Food,306.58,26.82,Critical,Truck,7.25,5.93,synthetic
Documents,285.2,17.13,Medium,Truck,6.5,6.9,synthetic
Documents,481.87,23.83,High,Truck,10.02,8.81,synthetic
Fragile,274.37,8.65,Medium,Truck,6.43,7.42,synthetic
Electronics,283.99,88.52,Medium,Truck,6.53,6.5,synthetic
Industrial,182.44,92.08,Medium,Truck,3.83,4.02,synthetic
Electronics,129.76,13.64,Medium,Van,3.1,3.67,synthetic
Apparel,430.65,12.89,Medium,Truck,10.23,10.79,synthetic
Documents,900.23,37.56,Medium,Truck,21.39,22.87,synthetic
Food,226.54,6.66,Medium,Truck,4.41,4.97,synthetic
Other,163.62,18.61,Low,Van,3.56,4.74,synthetic
Food,245.31,24.75,Low,Truck,5.84,6.65,synthetic
Food,485.71,36.76,Medium,Train,7.18,7.59,synthetic
Fragile,111.16,63.45,High,Van,2.72,3.26,synthetic
Industrial,489.14,25.79,Medium,Truck,9.32,10.32,synthetic
Other,245.76,28.35,Low,Truck,5.41,6.26,synthetic
Pharmaceutical,63.59,3.87,High,Van,1.47,1.11,synthetic
Fragile,199.46,22.85,Low,Van,4.44,4.95,synthetic
Documents,571.46,156.82,Critical,Truck,12.63,10.13,synthetic
Food,368.34,36.08,Medium,Train,5.27,5.98,synthetic
Industrial,141.96,57.04,High,Van,3.79,3.41,synthetic
Electronics,107.28,18.36,High,Van,2.82,2.42,synthetic
Other,243.59,44.01,Critical,Truck,5.23,4.3,synthetic
Documents,63.93,55.85,Low,Van,1.52,1.78,synthetic
Pharmaceutical,81.85,30.71,Medium,Van,1.93,2.52,synthetic
Other,80.29,118.44,Low,Truck,1.53,1.9,synthetic
Documents,63.23,43.75,Medium,Van,1.57,1.47,synthetic
Fragile,392.27,20.73,High,Truck,7.42,8.2,synthetic
Pharmaceutical,250.65,6.63,Critical,Truck,4.95,4.06,synthetic
Apparel,134.05,6.69,Medium,Van,3.13,3.16,synthetic
Apparel,759.9,23.88,High,Truck,16.97,15.51,synthetic
Other,504.6,3.11,Medium,Truck,9.53,9.65,synthetic
Apparel,70.48,14.69,Medium,Van,1.79,1.86,synthetic
Other,256.03,176.62,Medium,Truck,5.54,6.64,synthetic
Electronics,160.0,54.17,Medium,Van,4.12,4.58,synthetic
Apparel,450.33,21.73,Medium,Truck,9.3,9.27,synthetic
Electronics,269.24,146.57,Medium,Truck,5.84,5.62,synthetic
Pharmaceutical,313.03,4.47,High,Truck,7.27,7.87,synthetic
Pharmaceutical,270.19,44.33,Medium,Truck,5.2,6.36,synthetic
Documents,225.53,6.78,Medium,Truck,4.96,5.05,synthetic
Food,111.81,65.22,Low,Van,2.85,3.29,synthetic
Other,57.48,108.47,Medium,Truck,1.18,0.38,synthetic
Industrial,397.7,141.23,Medium,Truck,8.41,8.3,synthetic
Apparel,406.11,102.32,Medium,Truck,8.84,9.77,synthetic
Electronics,56.27,2.53,Medium,Van,1.26,0.88,synthetic
Food,171.06,4.45,Low,Van,4.17,4.81,synthetic
Documents,233.14,7.08,Low,Truck,5.57,6.55,synthetic
Electronics,573.64,26.18,High,Truck,12.14,11.02,synthetic
Other,207.66,2.29,Medium,Truck,4.51,5.18,synthetic
Apparel,90.22,7.34,Medium,Van,2.12,2.07,synthetic
Apparel,182.19,65.76,High,Van,4.71,4.9,synthetic
Pharmaceutical,82.87,27.41,Low,Van,2.26,3.96,synthetic
Food,116.23,1.51,High,Van,2.72,2.14,synthetic
Food,511.63,19.7,High,Truck,10.63,9.6,synthetic
Documents,241.85,30.08,High,Truck,4.92,4.96,synthetic
Electronics,109.28,37.9,High,Van,2.36,2.2,synthetic
Industrial,492.55,89.57,Medium,Truck,10.84,11.08,synthetic
Electronics,122.11,45.49,Medium,Van,2.77,2.75,synthetic
Electronics,159.1,62.77,Critical,Van,3.52,2.66,synthetic
Electronics,93.86,41.03,Low,Van,2.52,3.69,synthetic
Pharmaceutical,166.73,49.55,Low,Van,4.17,5.71,synthetic
Industrial,344.69,66.37,Low,Truck,8.24,9.54,synthetic
Pharmaceutical,28.33,42.15,Low,Van,0.7,0.78,synthetic
Electronics,128.41,11.58,Medium,Van,2.87,2.93,synthetic
Documents,137.56,35.82,Low,Van,3.59,3.67,synthetic
Documents,206.15,80.14,Medium,Truck,4.86,4.71,synthetic
Electronics,384.92,15.01,High,Truck,8.36,7.88,synthetic
Electronics,101.57,38.96,Critical,Van,2.62,2.23,synthetic
Other,265.41,61.22,Low,Truck,5.7,7.13,synthetic
Fragile,19.36,22.71,High,Van,0.49,0.3,synthetic
Documents,251.94,7.9,Medium,Truck,4.79,5.03,synthetic
Fragile,193.4,10.02,Medium,Van,5.1,5.66,synthetic
Pharmaceutical,138.36,21.9,Low,Van,3.56,4.91,synthetic
Electronics,234.69,80.76,Critical,Van,5.42,4.19,synthetic
Documents,193.85,20.12,Medium,Van,5.1,5.54,synthetic
Industrial,195.92,155.58,High,Truck,4.66,4.17,synthetic
Pharmaceutical,147.65,152.48,Critical,Truck,3.13,2.83,synthetic
Electronics,345.9,7.66,Medium,Truck,8.08,8.32,synthetic
Electronics,173.6,90.92,Low,Truck,3.45,3.56,synthetic
Electronics,377.79,138.0,High,Truck,8.4,8.14,synthetic
Industrial,334.78,13.48,Medium,Truck,7.13,7.51,synthetic
Industrial,147.23,5.31,High,Van,3.37,2.73,synthetic
Pharmaceutical,145.98,178.36,High,Truck,2.76,2.62,synthetic
Food,132.96,23.32,High,Van,3.39,3.56,synthetic
Electronics,784.81,5.13,Medium,Truck,17.87,18.61,synthetic
Other,209.74,8.92,High,Truck,4.97,4.15,synthetic
Apparel,81.05,15.45,Medium,Van,1.99,2.79,synthetic
Food,182.09,60.17,Critical,Van,4.48,3.78,synthetic
Apparel,278.54,3.11,Medium,Truck,6.5,6.65,synthetic
Documents,449.49,859.92,Low,Truck,9.88,13.89,synthetic
Apparel,94.86,6.13,Medium,Train,1.45,1.27,synthetic
Documents,186.64,116.5,Medium,Truck,4.44,4.23,synthetic
Other,81.93,23.51,High,Van,2.0,1.56,synthetic
Other,145.16,82.6,Critical,Truck,3.17,2.05,synthetic
Electronics,70.46,43.82,Low,Van,1.8,2.2,synthetic
Electronics,87.85,56.87,High,Van,2.18,2.1,synthetic
Food,82.75,36.03,Low,Van,2.17,2.26,synthetic
Industrial,167.38,8.69,Critical,Van,3.72,2.84,synthetic
Pharmaceutical,162.78,15.58,Low,Van,3.98,5.0,synthetic
Industrial,153.16,55.01,High,Van,4.16,3.67,synthetic
Documents,316.76,3.12,Medium,Truck,6.09,7.15,synthetic
Other,297.24,36.31,Critical,Truck,6.0,4.76,synthetic
Other,130.35,63.83,Medium,Van,3.28,3.18,synthetic
Industrial,224.36,7.18,Low,Truck,4.82,5.46,synthetic
Fragile,105.9,24.72,Low,Van,2.62,4.04,synthetic
Industrial,138.67,28.8,High,Van,3.51,3.14,synthetic
Apparel,127.24,16.59,Low,Van,2.82,3.1,synthetic
Industrial,59.15,56.56,High,Van,1.55,1.89,synthetic
Documents,151.06,29.93,Medium,Van,3.32,3.27,synthetic
Apparel,725.52,32.34,High,Truck,16.35,15.24,synthetic
Electronics,299.78,32.8,Low,Truck,7.09,8.4,synthetic
Fragile,1182.21,4.51,Medium,Truck,26.45,31.17,synthetic
Food,109.21,24.06,Low,Van,2.81,3.15,synthetic
Electronics,71.49,3.36,High,Van,1.83,2.22,synthetic
Documents,242.14,12.87,Critical,Truck,4.83,3.62,synthetic
Apparel,156.58,53.59,High,Van,4.03,3.63,synthetic
Other,80.01,225.86,Low,Truck,1.71,1.7,synthetic
Other,98.29,8.44,Medium,Van,2.5,2.22,synthetic
Food,104.79,9.18,Medium,Van,2.47,2.67,synthetic
Pharmaceutical,66.48,6.98,Medium,Van,1.81,2.31,synthetic
Pharmaceutical,101.73,9.26,Medium,Van,2.42,3.58,synthetic
Pharmaceutical,453.34,51.34,Medium,Truck,9.85,11.58,synthetic
Other,217.82,28.21,Medium,Truck,5.06,5.99,synthetic
Other,67.74,10.72,Low,Van,1.48,1.38,synthetic
Apparel,113.25,18.27,Medium,Van,2.47,3.5,synthetic
Food,150.61,12.52,Critical,Van,3.9,3.06,synthetic
Industrial,92.68,36.86,High,Van,2.43,2.24,synthetic
Pharmaceutical,195.71,3.84,Medium,Van,4.2,5.59,synthetic
Pharmaceutical,44.06,10.69,Medium,Van,1.01,1.18,synthetic
Other,148.48,20.13,High,Van,4.06,3.86,synthetic
Documents,147.68,14.86,Medium,Van,3.74,3.98,synthetic
Documents,136.73,13.03,Medium,Van,3.58,3.99,synthetic
Other,171.52,14.09,High,Van,4.0,3.77,synthetic
Other,88.29,2.66,High,Train,1.52,1.63,synthetic
Electronics,240.53,10.57,High,Truck,4.82,4.23,synthetic
Food,371.78,4.01,Low,Truck,8.03,9.69,synthetic
Industrial,1201.56,14.7,Low,Truck,27.63,32.46,synthetic
Pharmaceutical,28.93,28.09,High,Van,0.66,0.68,synthetic
Fragile,151.31,2.46,Medium,Van,3.27,3.77,synthetic
Fragile,152.98,14.54,High,Bike,6.96,7.42,synthetic
Fragile,461.53,7.78,High,Truck,10.31,10.12,synthetic
Fragile,194.59,79.76,Medium,Van,4.9,6.03,synthetic
Apparel,252.67,23.75,Low,Truck,5.9,7.55,synthetic
Other,130.27,3.75,Critical,Van,2.83,2.61,synthetic
Food,195.54,70.2,Medium,Van,5.02,5.69,synthetic
Food,160.97,5.7,High,Van,4.26,4.48,synthetic
Food,279.75,31.55,Medium,Truck,6.05,6.2,synthetic
Fragile,188.32,41.22,Medium,Van,4.82,4.76,synthetic
Pharmaceutical,671.18,54.88,Low,Truck,14.4,19.24,synthetic
Electronics,180.87,10.38,Low,Van,3.94,4.84,synthetic
Fragile,121.91,42.76,High,Van,2.79,2.38,synthetic
Documents,353.6,5.41,Medium,Truck,7.28,8.22,synthetic
Industrial,303.84,53.5,High,Truck,6.88,6.24,synthetic
Documents,143.15,95.94,Low,Truck,2.69,3.14,synthetic
Apparel,219.16,10.46,High,Truck,5.16,5.14,synthetic
Fragile,55.17,24.42,Medium,Van,1.41,1.48,synthetic
Other,69.56,110.67,Medium,Truck,1.63,1.75,synthetic
Pharmaceutical,106.84,3.75,Medium,Van,2.36,2.67,synthetic
Food,376.02,48.54,Medium,Truck,8.95,9.63,synthetic
Electronics,354.16,22.93,Low,Train,5.58,6.83,synthetic
Industrial,264.99,32.7,Critical,Truck,6.03,4.73,synthetic
Fragile,326.81,6.3,Medium,Truck,6.19,7.58,synthetic
Other,169.98,40.68,Medium,Truck,3.91,3.42,synthetic
Other,124.47,3.55,High,Van,3.0,2.32,synthetic
Electronics,192.66,6.42,Medium,Truck,3.62,3.29,synthetic
Industrial,128.24,71.23,Low,Van,3.5,3.77,synthetic
Fragile,48.57,66.15,High,Van,1.07,1.12,synthetic
Food,524.98,54.36,Low,Truck,12.47,15.46,synthetic
Apparel,611.72,226.88,High,Truck,12.57,11.01,synthetic
Food,346.25,6.41,Medium,Truck,7.17,7.68,synthetic
Electronics,399.95,90.11,High,Train,5.78,5.5,synthetic
Apparel,280.27,4.03,Critical,Truck,6.0,4.85,synthetic
Documents,678.57,29.27,Critical,Truck,13.66,11.62,synthetic
Electronics,247.01,55.12,Low,Truck,4.91,5.83,synthetic
Electronics,183.83,46.53,Low,Van,4.76,5.2,synthetic
Other,48.68,35.99,Low,Van,1.19,1.73,synthetic
Other,63.37,3.8,Medium,Van,1.52,1.75,synthetic
Documents,179.77,18.16,High,Van,4.29,3.5,synthetic
Food,166.92,714.23,Low,Truck,3.9,4.76,synthetic
Electronics,142.17,62.14,High,Van,3.38,3.0,synthetic
Electronics,138.75,26.61,Low,Van,3.63,4.22,synthetic
Electronics,264.49,11.41,High,Truck,5.94,5.41,synthetic
Other,231.39,17.34,Low,Truck,5.18,6.31,synthetic
Electronics,56.95,40.53,Low,Van,1.27,1.57,synthetic
Documents,259.87,49.45,High,Truck,5.19,5.27,synthetic
Pharmaceutical,78.08,10.31,High,Van,1.81,1.69,synthetic
Electronics,87.38,2.53,Critical,Van,2.04,2.4,synthetic
Other,115.94,19.22,Low,Van,2.8,3.11,synthetic
Documents,107.31,24.89,Medium,Van,2.49,2.66,synthetic
Documents,715.52,21.35,Critical,Truck,13.81,11.18,synthetic
Industrial,385.03,36.49,Medium,Truck,7.95,7.9,synthetic
Pharmaceutical,429.75,6.31,Low,Truck,9.22,11.95,synthetic
Pharmaceutical,245.42,8.38,Low,Truck,5.75,7.43,synthetic
Documents,678.01,219.15,Medium,Truck,15.5,17.3,synthetic
Other,443.82,24.55,Low,Truck,8.57,10.39,synthetic
Industrial,250.97,31.77,Critical,Truck,5.36,4.7,synthetic
Pharmaceutical,269.96,10.08,Low,Truck,6.09,8.17,synthetic
Other,40.74,16.09,High,Van,0.88,0.76,synthetic
Industrial,370.64,1.16,Medium,Truck,8.78,10.08,synthetic
Documents,52.75,24.73,Medium,Van,1.16,1.6,synthetic
Other,261.36,18.5,High,Truck,5.57,5.58,synthetic
Industrial,161.13,2.33,Medium,Van,3.8,3.94,synthetic
Food,87.58,6.0,Low,Van,2.24,2.64,synthetic
Food,343.78,58.81,Low,Truck,7.63,9.59,synthetic
Industrial,125.21,52.77,High,Train,1.91,1.75,synthetic
Other,159.49,29.78,Medium,Van,4.2,4.75,synthetic
Pharmaceutical,148.46,61.07,Medium,Van,3.48,3.55,synthetic
Electronics,332.31,19.83,High,Train,5.61,4.94,synthetic
Other,341.33,6.8,Critical,Truck,7.98,6.7,synthetic
Food,434.41,13.56,Critical,Van,9.94,7.92,synthetic
Pharmaceutical,275.8,44.97,Medium,Truck,6.17,6.76,synthetic
Food,110.77,8.4,High,Van,2.86,3.18,synthetic
Food,141.25,4.07,Critical,Van,3.83,2.88,synthetic
Documents,168.74,19.88,Low,Van,3.74,4.78,synthetic
Documents,75.7,10.07,High,Van,1.96,1.98,synthetic
Pharmaceutical,38.57,38.94,Medium,Van,0.95,0.86,synthetic
Food,944.25,55.92,Medium,Truck,17.84,18.32,synthetic
Fragile,31.26,164.49,Medium,Truck,0.64,0.83,synthetic
Food,635.67,28.35,Medium,Truck,13.84,15.1,synthetic
Other,53.0,8.88,Low,Van,1.42,1.75,synthetic
Documents,191.55,78.93,Medium,Van,4.79,4.92,synthetic
Pharmaceutical,88.38,19.45,Medium,Van,1.9,1.58,synthetic
Documents,138.81,47.7,High,Van,3.66,3.35,synthetic
Food,98.6,11.17,Medium,Van,2.51,3.43,synthetic
Apparel,140.23,10.16,High,Van,3.07,2.36,synthetic
Industrial,292.38,95.24,High,Truck,5.84,5.45,synthetic
Fragile,49.84,39.66,Medium,Van,1.14,1.4,synthetic
Documents,349.48,61.27,Low,Air,0.61,0.53,synthetic
Pharmaceutical,1133.11,29.98,High,Air,1.96,2.39,synthetic
Fragile,210.7,76.52,Medium,Truck,4.39,5.2,synthetic
Industrial,109.66,23.14,Critical,Van,2.49,1.71,synthetic
Pharmaceutical,156.13,25.62,High,Bike,7.31,7.41,synthetic
Electronics,386.46,2.42,Critical,Van,8.68,6.61,synthetic
Industrial,168.74,79.61,Medium,Van,3.73,3.81,synthetic
Food,171.56,24.29,High,Van,4.18,3.72,synthetic
Food,44.21,10.56,Critical,Van,1.06,0.66,synthetic
Fragile,81.36,76.74,Critical,Van,2.15,2.63,synthetic
Electronics,571.71,20.99,Medium,Truck,11.31,11.35,synthetic
Documents,233.68,34.33,High,Truck,5.14,4.12,synthetic
Industrial,721.67,24.74,Low,Truck,14.97,17.64,synthetic
Industrial,184.72,6.14,Medium,Van,4.8,5.53,synthetic
Apparel,368.33,32.9,Low,Truck,8.63,10.67,synthetic
Food,306.06,14.75,Low,Truck,6.75,7.97,synthetic
Apparel,185.19,22.48,Critical,Van,5.02,3.88,synthetic
Documents,661.26,74.51,Critical,Truck,14.67,12.15,synthetic
Electronics,107.27,5.26,Low,Van,2.78,2.79,synthetic
Apparel,150.16,43.98,Low,Van,3.92,4.88,synthetic
Documents,124.89,85.12,Critical,Truck,2.73,2.9,synthetic
Food,23.46,77.4,Critical,Van,0.56,0.3,synthetic
Other,202.74,100.68,Low,Train,3.08,3.57,synthetic
Electronics,364.22,18.4,Medium,Truck,8.64,8.98,synthetic
Electronics,103.09,18.82,Medium,Van,2.73,2.4,synthetic
Documents,316.18,13.72,Medium,Truck,7.46,8.02,synthetic
Food,114.68,18.44,High,Air,0.21,0.63,synthetic
Pharmaceutical,289.69,38.17,Medium,Truck,6.08,7.5,synthetic
Industrial,79.06,103.07,Medium,Truck,1.66,1.72,synthetic
Pharmaceutical,264.63,18.52,High,Truck,5.32,5.3,synthetic
Electronics,171.1,5.4,Medium,Van,4.36,5.14,synthetic
Pharmaceutical,159.73,11.36,Critical,Bike,7.65,7.09,synthetic
Pharmaceutical,50.4,3.69,High,Van,1.1,1.06,synthetic
Electronics,372.19,146.22,High,Truck,8.79,8.02,synthetic
Industrial,77.18,156.1,High,Truck,1.5,1.98,synthetic
Documents,107.17,5.43,Medium,Van,2.61,2.96,synthetic
Food,91.52,66.84,Critical,Van,2.09,1.54,synthetic
Apparel,132.18,11.69,High,Van,3.33,3.13,synthetic
Pharmaceutical,342.92,19.74,Low,Truck,6.98,9.45,synthetic
Fragile,236.26,26.46,High,Truck,5.04,4.85,synthetic
Pharmaceutical,66.0,15.68,Medium,Van,1.74,2.1,synthetic
Fragile,124.59,28.42,Medium,Van,3.02,3.53,synthetic
Apparel,54.46,17.13,High,Van,1.37,1.47,synthetic
Other,372.29,7.21,Low,Truck,7.55,8.96,synthetic
Documents,417.74,77.44,Critical,Truck,8.04,6.46,synthetic
Industrial,103.09,12.24,High,Van,2.53,2.55,synthetic
Food,54.18,5.95,Critical,Van,1.33,0.81,synthetic
Industrial,109.19,53.97,High,Van,2.91,2.42,synthetic
Electronics,153.96,18.82,High,Van,3.47,3.29,synthetic
Fragile,249.96,14.05,Medium,Truck,5.25,7.11,synthetic
Other,295.42,33.77,Low,Truck,6.72,8.08,synthetic
Food,225.02,14.74,Low,Truck,5.38,6.94,synthetic
Fragile,356.81,33.26,High,Truck,7.66,7.66,synthetic
Apparel,196.33,84.59,Critical,Truck,4.08,3.55,synthetic
Industrial,80.64,20.0,Medium,Truck,1.84,1.88,synthetic
Pharmaceutical,50.21,42.6,Medium,Van,1.17,1.29,synthetic
Other,206.48,81.62,Low,Truck,4.39,5.08,synthetic
Industrial,257.09,10.0,Critical,Truck,5.92,4.89,synthetic
Documents,376.99,29.0,Medium,Truck,7.13,7.16,synthetic
Apparel,289.77,13.43,Medium,Truck,6.77,6.78,synthetic
Food,606.21,2.37,Medium,Truck,12.16,13.17,synthetic
Industrial,97.2,20.59,Critical,Air,0.18,0.3,synthetic
Electronics,260.13,19.36,Medium,Truck,5.13,5.66,synthetic
Apparel,93.1,44.69,Critical,Van,2.32,1.8,synthetic
Other,344.88,13.35,Medium,Truck,7.52,7.72,synthetic
Documents,320.59,1.89,Low,Truck,6.45,8.23,synthetic
Industrial,289.95,78.46,Critical,Truck,5.86,4.93,synthetic
Fragile,442.87,43.59,Medium,Truck,8.4,10.17,synthetic
Industrial,122.79,132.71,High,Truck,2.76,2.31,synthetic
Other,189.15,3.51,High,Van,4.29,4.16,synthetic
Industrial,103.95,34.12,High,Van,2.51,2.53,synthetic
Electronics,211.69,16.45,High,Truck,4.73,4.7,synthetic
Fragile,244.18,21.74,Medium,Truck,4.84,6.19,synthetic
Industrial,291.58,6.23,Low,Truck,6.16,7.38,synthetic
Apparel,165.93,81.03,High,Truck,3.31,3.67,synthetic
Electronics,78.71,78.21,High,Van,1.79,1.6,synthetic
Apparel,183.38,10.85,High,Van,4.19,4.16,synthetic
Documents,436.07,9.65,High,Truck,8.23,8.07,synthetic
Food,117.0,26.32,Low,Van,2.68,3.47,synthetic
Industrial,324.3,114.06,Low,Truck,7.09,8.73,synthetic
Industrial,214.49,5.97,High,Truck,4.71,4.13,synthetic
Documents,132.13,185.55,Medium,Truck,2.68,2.76,synthetic
Documents,296.93,18.64,Medium,Truck,5.97,6.44,synthetic
Fragile,139.65,218.09,Medium,Truck,3.29,3.84,synthetic
Industrial,65.44,14.76,Critical,Van,1.78,1.9,synthetic
Fragile,524.31,23.8,Medium,Truck,10.82,12.83,synthetic
Pharmaceutical,657.18,12.17,Critical,Truck,14.01,13.24,synthetic
Apparel,40.64,11.68,Low,Van,0.9,1.13,synthetic
Electronics,368.66,35.78,Critical,Truck,8.61,7.3,synthetic
Other,235.37,58.6,High,Truck,5.06,4.38,synthetic
Food,133.67,30.22,Medium,Van,3.43,3.23,synthetic
Apparel,161.1,21.22,Critical,Van,4.14,3.07,synthetic
Documents,65.03,5.79,Low,Van,1.69,1.93,synthetic
Electronics,143.19,25.53,High,Van,3.7,2.9,synthetic
Other,143.09,3.13,High,Van,3.55,3.85,synthetic
Pharmaceutical,388.49,8.58,Medium,Truck,8.1,9.58,synthetic
Industrial,71.47,45.13,High,Van,1.86,2.05,synthetic
Industrial,284.15,52.31,Low,Truck,5.89,7.08,synthetic
Industrial,128.6,5.65,Critical,Van,3.15,2.17,synthetic
Electronics,57.93,75.53,High,Van,1.34,1.9,synthetic
Fragile,193.05,56.78,High,Van,4.43,4.64,synthetic
Documents,138.78,8.84,Critical,Van,3.15,2.6,synthetic
Apparel,126.15,13.2,Critical,Van,2.88,2.27,synthetic
Apparel,202.05,31.94,Medium,Truck,4.2,5.19,synthetic
Electronics,86.67,8.97,Low,Van,2.02,2.25,synthetic
Pharmaceutical,179.95,53.35,Medium,Van,4.06,5.2,synthetic
Fragile,463.09,12.86,Medium,Truck,10.77,12.38,synthetic
Industrial,153.96,14.03,Medium,Van,3.35,3.28,synthetic
Fragile,153.82,125.78,Low,Truck,3.42,4.24,synthetic
Other,208.94,100.59,Low,Truck,4.31,5.16,synthetic
Pharmaceutical,72.95,52.79,Medium,Van,1.78,2.2,synthetic
Other,209.27,28.59,Medium,Truck,4.66,5.64,synthetic
Apparel,300.16,1.03,Critical,Truck,5.76,4.54,synthetic
Other,326.08,3.18,Medium,Truck,7.69,8.64,synthetic
Electronics,79.52,14.61,Critical,Van,1.84,1.19,synthetic
Documents,124.39,3.74,Low,Bike,5.24,6.06,synthetic
Industrial,856.37,24.77,Low,Truck,16.21,19.14,synthetic
Electronics,105.44,19.61,Critical,Van,2.71,2.23,synthetic
Pharmaceutical,390.25,26.58,High,Truck,8.8,8.98,synthetic
Other,615.07,45.82,Low,Truck,13.39,15.9,synthetic
Pharmaceutical,356.26,54.96,High,Truck,6.71,6.65,synthetic
Food,282.11,35.68,Critical,Truck,6.03,5.03,synthetic
Documents,104.82,4.89,Low,Van,2.63,2.99,synthetic
Food,255.76,217.21,Low,Truck,4.96,6.02,synthetic
Other,364.24,25.68,Low,Truck,8.37,9.95,synthetic
Electronics,153.64,89.27,High,Van,3.38,3.18,synthetic
Electronics,194.28,26.48,Medium,Van,4.91,4.71,synthetic
Pharmaceutical,329.1,18.87,Low,Truck,7.33,10.4,synthetic
Food,34.85,76.19,Low,Van,0.9,1.44,synthetic
Other,42.38,25.3,High,Van,0.93,0.85,synthetic
Food,92.31,8.15,High,Van,2.25,2.07,synthetic
Other,284.24,169.97,Medium,Truck,6.03,6.74,synthetic
Fragile,572.48,230.35,Medium,Truck,12.41,15.29,synthetic
Food,290.05,31.14,Medium,Truck,6.47,6.68,synthetic
